sci_name,category,class,order_name,family,genus,population_trend,marine,freshwater,terrestrial,total_occurrences
Agkistrodon bilineatus,NT,REPTILIA,SQUAMATA,VIPERIDAE,Agkistrodon,,0,0,1,407
Planchonella costata,NT,MAGNOLIOPSIDA,ERICALES,SAPOTACEAE,Planchonella,,0,0,1,408
Incilius macrocristatus,NT,AMPHIBIA,ANURA,BUFONIDAE,Incilius,,0,1,1,411
Bencomia caudata,NT,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Bencomia,,0,0,1,411
Crinia tasmaniensis,NT,AMPHIBIA,ANURA,MYOBATRACHIDAE,Crinia,,0,1,1,414
Eucalyptus olivina,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,414
Macaca assamensis,NT,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,,0,0,1,415
Uromacer frenatus,NT,REPTILIA,SQUAMATA,DIPSADIDAE,Uromacer,,0,0,1,416
Persoonia subvelutina,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Persoonia,,0,0,1,416
Anolis christophei,NT,REPTILIA,SQUAMATA,ANOLIDAE,Anolis,,0,0,1,417
Pristimantis simoterus,NT,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,,0,0,1,420
Eryx conicus,NT,REPTILIA,SQUAMATA,ERYCIDAE,Eryx,,0,0,1,422
Plethodon punctatus,NT,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,,0,0,1,424
Rhinolophus rufus,NT,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,,0,0,1,425
Rousettus leschenaultii,NT,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Rousettus,,0,0,1,435
Sphaerodactylus savagei,NT,REPTILIA,SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus,,0,0,1,438
Baldellia alpestris,NT,LILIOPSIDA,ALISMATALES,ALISMATACEAE,Baldellia,,0,1,0,438
Darevskia dahli,NT,REPTILIA,SQUAMATA,LACERTIDAE,Darevskia,,0,0,1,444
Gossypium klotzschianum,NT,MAGNOLIOPSIDA,MALVALES,MALVACEAE,Gossypium,,0,0,1,444
Arborimus pomo,NT,MAMMALIA,RODENTIA,CRICETIDAE,Arborimus,,0,0,1,446
Sabatia kennedyana,NT,MAGNOLIOPSIDA,GENTIANALES,GENTIANACEAE,Sabatia,,0,1,1,446
Onychodactylus fischeri,NT,AMPHIBIA,CAUDATA,HYNOBIIDAE,Onychodactylus,,0,1,1,449
Sapajus libidinosus,NT,MAMMALIA,PRIMATES,CEBIDAE,Sapajus,,0,0,1,454
Bidens amplissima,NT,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Bidens,,0,1,1,454
Hakea bakeriana,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Hakea,,0,0,1,455
Alosa alabamae,NT,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,,1,1,0,455
Takydromus smaragdinus,NT,REPTILIA,SQUAMATA,LACERTIDAE,Takydromus,,0,0,1,456
Microlophus grayii,NT,REPTILIA,SQUAMATA,TROPIDURIDAE,Microlophus,,0,0,1,458
Miniopterus pallidus,NT,MAMMALIA,CHIROPTERA,MINIOPTERIDAE,Miniopterus,,0,0,1,463
Eucalyptus sturgissiana,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,463
Bolitoglossa lincolni,NT,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,,0,0,1,464
Thymus lotocephalus,NT,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Thymus,,0,0,1,472
Leucadendron muirii,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Leucadendron,,0,0,1,473
Potamotrygon magdalenae,NT,CHONDRICHTHYES,MYLIOBATIFORMES,POTAMOTRYGONIDAE,Potamotrygon,,0,1,0,477
Stenodus leucichthys,NT,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Stenodus,,1,1,0,477
Tragelaphus imberbis,NT,MAMMALIA,ARTIODACTYLA,BOVIDAE,Tragelaphus,,0,0,1,478
Anolis sabanus,NT,REPTILIA,SQUAMATA,ANOLIDAE,Anolis,,0,0,1,481
Grevillea longifolia,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Grevillea,,0,0,1,481
Eucalyptus tenera,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,482
Geomys arenarius,NT,MAMMALIA,RODENTIA,GEOMYIDAE,Geomys,,0,0,1,483
Asplenium jahandiezii,NT,POLYPODIOPSIDA,POLYPODIALES,ASPLENIACEAE,Asplenium,,0,0,1,485
Isopogon trilobus,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Isopogon,,0,0,1,486
Leucadendron sessile,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Leucadendron,,0,0,1,493
Heteroscyphus denticulatus,NT,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LOPHOCOLEACEAE,Heteroscyphus,,0,0,1,494
Spermophilus major,NT,MAMMALIA,RODENTIA,SCIURIDAE,Spermophilus,,0,0,1,498
Zaedyus pichiy,NT,MAMMALIA,CINGULATA,CHLAMYPHORIDAE,Zaedyus,,0,0,1,500
Banksia formosa,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,,0,0,1,501
Eucalyptus remota,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,501
Darevskia praticola,NT,REPTILIA,SQUAMATA,LACERTIDAE,Darevskia,,0,0,1,502
Eucalyptus capillosa,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,505
Eucalyptus pulchella,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,508
Eucalyptus celastroides,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,509
Lagorchestes hirsutus,NT,MAMMALIA,DIPROTODONTIA,MACROPODIDAE,Lagorchestes,,0,0,1,511
Protea grandiceps,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Protea,,0,0,1,511
Oreochromis esculentus,NT,ACTINOPTERYGII,CICHLIFORMES,CICHLIDAE,Oreochromis,,0,1,0,511
Paranomus bracteolaris,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Paranomus,,0,0,1,516
Spatalla racemosa,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Spatalla,,0,0,1,519
Eucalyptus decipiens,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,521
Eucalyptus orgadophila,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,522
Etheostoma cragini,NT,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Etheostoma,,0,1,0,524
Sphaerodactylus microlepis,NT,REPTILIA,SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus,,0,0,1,528
Eucalyptus thozetiana,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,528
Petrogale mareeba,NT,MAMMALIA,DIPROTODONTIA,MACROPODIDAE,Petrogale,,0,0,1,535
Leucadendron modestum,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Leucadendron,,0,0,1,538
Cercopithecus nictitans,NT,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,,0,0,1,544
Banksia gardneri,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Banksia,,0,0,1,544
Iberolacerta aranica,NT,REPTILIA,SQUAMATA,LACERTIDAE,Iberolacerta,,0,0,1,548
Eucalyptus preissiana,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,548
Eucalyptus leptocalyx,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,551
Leucospermum lineare,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Leucospermum,,0,0,1,555
Arborimus longicaudus,NT,MAMMALIA,RODENTIA,CRICETIDAE,Arborimus,,0,0,1,558
Presbytis siamensis,NT,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Presbytis,,0,0,1,559
Ectophylla alba,NT,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Ectophylla,,0,0,1,561
Capra sibirica,NT,MAMMALIA,ARTIODACTYLA,BOVIDAE,Capra,,0,0,1,563
Aspidoscelis neotesselatus,NT,REPTILIA,SQUAMATA,TEIIDAE,Aspidoscelis,,0,0,1,563
Iberochondrostoma lusitanicum,NT,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Iberochondrostoma,,0,1,0,565
Cebus yuracus,NT,MAMMALIA,PRIMATES,CEBIDAE,Cebus,,0,0,1,568
Luciobarbus microcephalus,NT,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Luciobarbus,,0,1,0,568
Pandanus sechellarum,NT,LILIOPSIDA,PANDANALES,PANDANACEAE,Pandanus,,0,0,1,569
Batrachoseps wrighti,NT,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Batrachoseps,,0,0,1,571
Protea susannae,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Protea,,0,0,1,571
Cephalophus dorsalis,NT,MAMMALIA,ARTIODACTYLA,BOVIDAE,Cephalophus,,0,0,1,572
Etheostoma tippecanoe,NT,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Etheostoma,,0,1,0,576
Micropterus notius,NT,ACTINOPTERYGII,PERCIFORMES,CENTRARCHIDAE,Micropterus,,0,1,0,578
Gonatodes atricucullaris,NT,REPTILIA,SQUAMATA,SPHAERODACTYLIDAE,Gonatodes,,0,0,1,579
Pseudochirops archeri,NT,MAMMALIA,DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirops,,0,0,1,580
Hemitremia flammea,NT,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Hemitremia,,0,1,0,582
Dendrocryphaea lamyana,NT,BRYOPSIDA,HYPNALES,CRYPHAEACEAE,Dendrocryphaea,,0,1,0,584
Limnonectes visayanus,NT,AMPHIBIA,ANURA,DICROGLOSSIDAE,Limnonectes,,0,1,1,586
Eucalyptus banksii,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,589
Psammobates tentorius,NT,REPTILIA,TESTUDINES,TESTUDINIDAE,Psammobates,,0,0,1,592
Dasycercus cristicauda,NT,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Dasycercus,,0,0,1,594
Percina smithvanizi,NT,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Percina,,0,1,0,598
Cercopithecus mona,NT,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,,0,0,1,602
Coreopsis rosea,NT,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Coreopsis,,0,1,0,603
Ischnocnema guentheri,NT,AMPHIBIA,ANURA,BRACHYCEPHALIDAE,Ischnocnema,,0,0,1,604
Ommatotriton ophryticus,NT,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Ommatotriton,,0,1,1,613
Cephalorhynchus eutropia,NT,MAMMALIA,ARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,,1,1,0,614
Leucadendron uliginosum,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Leucadendron,,0,0,1,614
Pseudantechinus bilarni,NT,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Pseudantechinus,,0,0,1,619
Pholidobolus montium,NT,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Pholidobolus,,0,0,1,619
Eucalyptus cornuta,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,622
Anadia bogotensis,NT,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Anadia,,0,0,1,626
Enneacanthus chaetodon,NT,ACTINOPTERYGII,PERCIFORMES,CENTRARCHIDAE,Enneacanthus,,0,1,0,630
Python molurus,NT,REPTILIA,SQUAMATA,PYTHONIDAE,Python,,0,1,1,633
Silene velutina,NT,MAGNOLIOPSIDA,CARYOPHYLLALES,CARYOPHYLLACEAE,Silene,,0,0,1,638
Leporillus conditor,NT,MAMMALIA,RODENTIA,MURIDAE,Leporillus,,0,0,1,639
Leiocephalus melanochlorus,NT,REPTILIA,SQUAMATA,TROPIDURIDAE,Leiocephalus,,0,0,1,641
Calumma parsonii,NT,REPTILIA,SQUAMATA,CHAMAELEONIDAE,Calumma,,0,0,1,642
Lejeunea hibernica,NT,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,Lejeunea,,0,0,1,651
Spatalla curvifolia,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Spatalla,,0,0,1,655
Pinus peuce,NT,PINOPSIDA,PINALES,PINACEAE,Pinus,,0,0,1,657
Cryptoblepharus boutonii,NT,REPTILIA,SQUAMATA,SCINCIDAE,Cryptoblepharus,,0,0,1,658
Hakea undulata,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Hakea,,0,0,1,658
Microtus quasiater,NT,MAMMALIA,RODENTIA,CRICETIDAE,Microtus,,0,0,1,661
Eucalyptus bancroftii,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,662
Leontocebus tripartitus,NT,MAMMALIA,PRIMATES,CALLITRICHIDAE,Leontocebus,,0,0,1,667
Thymus camphoratus,NT,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Thymus,,0,0,1,669
Adenanthos barbiger,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Adenanthos,,0,0,1,669
Eucalyptus todtiana,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,673
Anolis lineatus,NT,REPTILIA,SQUAMATA,ANOLIDAE,Anolis,,0,0,1,688
Protea cordata,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Protea,,0,0,1,690
Raphia sudanica,NT,LILIOPSIDA,ARECALES,ARECACEAE,Raphia,,0,0,1,697
Pristimantis savagei,NT,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,,0,1,1,698
Hyloxalus pulchellus,NT,AMPHIBIA,ANURA,DENDROBATIDAE,Hyloxalus,,0,1,1,703
Saxifraga valdensis,NT,MAGNOLIOPSIDA,SAXIFRAGALES,SAXIFRAGACEAE,Saxifraga,,0,0,1,703
Radula wichurae,NT,JUNGERMANNIOPSIDA,PORELLALES,RADULACEAE,Radula,,0,0,1,704
Eucalyptus eudesmioides,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,706
Limnonectes macrocephalus,NT,AMPHIBIA,ANURA,DICROGLOSSIDAE,Limnonectes,,0,1,1,709
Corydalis gotlandica,NT,MAGNOLIOPSIDA,RANUNCULALES,PAPAVERACEAE,Corydalis,,0,0,1,711
Mammillaria napina,NT,MAGNOLIOPSIDA,CARYOPHYLLALES,CACTACEAE,Mammillaria,,0,0,1,714
Myotis septentrionalis,NT,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,,0,0,1,715
Sceloporus ornatus,NT,REPTILIA,SQUAMATA,PHRYNOSOMATIDAE,Sceloporus,,0,0,1,726
Dendrolagus lumholtzi,NT,MAMMALIA,DIPROTODONTIA,MACROPODIDAE,Dendrolagus,,0,0,1,729
Rhyacotriton kezeri,NT,AMPHIBIA,CAUDATA,RHYACOTRITONIDAE,Rhyacotriton,,0,1,1,729
Leucadendron meridianum,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Leucadendron,,0,0,1,729
Chiropterotriton priscus,NT,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Chiropterotriton,,0,0,1,730
Diastella thymelaeoides,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Diastella,,0,0,1,738
Eucalyptus dunnii,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,740
Python sebae,NT,REPTILIA,SQUAMATA,PYTHONIDAE,Python,,0,1,1,741
Geum peckii,NT,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Geum,,0,1,1,741
Ctenophorus mirrityana,NT,REPTILIA,SQUAMATA,AGAMIDAE,Ctenophorus,,0,0,1,743
Tylototriton verrucosus,NT,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Tylototriton,,0,1,1,744
Radula holtii,NT,JUNGERMANNIOPSIDA,PORELLALES,RADULACEAE,Radula,,0,0,1,745
Eucalyptus tenuiramis,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,747
Podarcis lilfordi,NT,REPTILIA,SQUAMATA,LACERTIDAE,Podarcis,,0,0,1,748
Papio papio,NT,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Papio,,0,0,1,751
Hakea florulenta,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Hakea,,0,0,1,754
Kobus vardonii,NT,MAMMALIA,ARTIODACTYLA,BOVIDAE,Kobus,,0,1,1,760
Eucalyptus conglobata,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,770
Hoplocephalus stephensii,NT,REPTILIA,SQUAMATA,ELAPIDAE,Hoplocephalus,,0,0,1,773
Eucalyptus albopurpurea,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,773
Gastrotheca pseustes,NT,AMPHIBIA,ANURA,HEMIPHRACTIDAE,Gastrotheca,,0,1,1,777
Bolitoglossa adspersa,NT,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,,0,0,1,812
Dolichotis patagonum,NT,MAMMALIA,RODENTIA,CAVIIDAE,Dolichotis,,0,0,1,817
Ratufa affinis,NT,MAMMALIA,RODENTIA,SCIURIDAE,Ratufa,,0,0,1,819
Huperzia suberecta,NT,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,Huperzia,,0,0,1,822
Rhyacotriton cascadae,NT,AMPHIBIA,CAUDATA,RHYACOTRITONIDAE,Rhyacotriton,,0,1,1,825
Arbutus canariensis,NT,MAGNOLIOPSIDA,ERICALES,ERICACEAE,Arbutus,,0,0,1,829
Salix canariensis,NT,MAGNOLIOPSIDA,MALPIGHIALES,SALICACEAE,Salix,,0,0,1,833
Eleutherodactylus inoptatus,NT,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,,0,0,1,842
Ozotoceros bezoarticus,NT,MAMMALIA,ARTIODACTYLA,CERVIDAE,Ozotoceros,,0,0,1,851
Crocus ligusticus,NT,LILIOPSIDA,ASPARAGALES,IRIDACEAE,Crocus,,0,0,1,852
Eucalyptus salubris,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,855
Roscheria melanochaetes,NT,LILIOPSIDA,ARECALES,ARECACEAE,Roscheria,,0,0,1,858
Phyllodactylus unctus,NT,REPTILIA,SQUAMATA,PHYLLODACTYLIDAE,Phyllodactylus,,0,0,1,862
Protea obtusifolia,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Protea,,0,0,1,870
Frullania acicularis,NT,JUNGERMANNIOPSIDA,PORELLALES,FRULLANIACEAE,Frullania,,0,0,1,878
Anguilla mossambica,NT,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE,Anguilla,,1,1,0,882
Eucalyptus conferruminata,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,884
Leucospermum prostratum,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Leucospermum,,0,0,1,891
Prospero obtusifolium,NT,LILIOPSIDA,ASPARAGALES,ASPARAGACEAE,Prospero,,0,0,1,910
Eucalyptus scias,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,912
Trillium vaseyi,NT,LILIOPSIDA,LILIALES,MELANTHIACEAE,Trillium,,0,0,1,913
Ratufa macroura,NT,MAMMALIA,RODENTIA,SCIURIDAE,Ratufa,,0,0,1,914
Thymus capitellatus,NT,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Thymus,,0,0,1,934
Corynorhinus mexicanus,NT,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Corynorhinus,,0,0,1,937
Thymus carnosus,NT,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Thymus,,0,0,1,938
Leucadendron coniferum,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Leucadendron,,0,0,1,958
Plethodon virginia,NT,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,,0,0,1,959
Eucalyptus calcareana,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,960
Plethodon caddoensis,NT,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,,0,0,1,963
Nanorana quadranus,NT,AMPHIBIA,ANURA,DICROGLOSSIDAE,Nanorana,,0,1,1,974
Discoglossus montalentii,NT,AMPHIBIA,ANURA,ALYTIDAE,Discoglossus,,0,1,1,980
Asplenium fissum,NT,POLYPODIOPSIDA,POLYPODIALES,ASPLENIACEAE,Asplenium,,0,0,1,981
Leopardus colocolo,NT,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,,0,0,1,982
Dolichancistrus fuesslii,NT,ACTINOPTERYGII,SILURIFORMES,LORICARIIDAE,Dolichancistrus,,0,1,0,986
Desmognathus santeetlah,NT,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Desmognathus,,0,1,1,989
Leucospermum truncatulum,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Leucospermum,,0,0,1,995
Litocranius walleri,NT,MAMMALIA,ARTIODACTYLA,BOVIDAE,Litocranius,,0,0,1,1010
Aonyx capensis,NT,MAMMALIA,CARNIVORA,MUSTELIDAE,Aonyx,,1,1,1,1032
Oophaga sylvatica,NT,AMPHIBIA,ANURA,DENDROBATIDAE,Oophaga,,0,0,1,1046
Pistacia mexicana,NT,MAGNOLIOPSIDA,SAPINDALES,ANACARDIACEAE,Pistacia,,0,0,1,1060
Desmognathus organi,NT,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Desmognathus,,0,1,1,1061
Pseudotaxiphyllum laetevirens,NT,BRYOPSIDA,HYPNALES,HYPNACEAE,Pseudotaxiphyllum,,0,0,1,1065
Macaca thibetana,NT,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,,0,0,1,1078
Limnonectes magnus,NT,AMPHIBIA,ANURA,DICROGLOSSIDAE,Limnonectes,,0,1,1,1087
Chrysocyon brachyurus,NT,MAMMALIA,CARNIVORA,CANIDAE,Chrysocyon,,0,0,1,1088
Pseudoplatystoma corruscans,NT,ACTINOPTERYGII,SILURIFORMES,PIMELODIDAE,Pseudoplatystoma,,0,1,0,1089
Cynops pyrrhogaster,NT,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Cynops,,0,1,1,1101
Eucalyptus amygdalina,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,1110
Plethodon nettingi,NT,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,,0,0,1,1120
Arum hygrophilum,NT,LILIOPSIDA,ALISMATALES,ARACEAE,Arum,,0,1,1,1120
Eucalyptus rudis,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,1145
Eucalyptus seeana,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,1150
Iris lacustris,NT,LILIOPSIDA,ASPARAGALES,IRIDACEAE,Iris,,0,1,0,1159
Protea longifolia,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Protea,,0,0,1,1159
Kobus leche,NT,MAMMALIA,ARTIODACTYLA,BOVIDAE,Kobus,,0,0,1,1172
Austrocylindropuntia cylindrica,NT,MAGNOLIOPSIDA,CARYOPHYLLALES,CACTACEAE,Austrocylindropuntia,,0,0,1,1181
Luciobarbus comizo,NT,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Luciobarbus,,0,1,0,1181
Squalius valentinus,NT,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Squalius,,0,1,0,1190
Vipera renardi,NT,REPTILIA,SQUAMATA,VIPERIDAE,Vipera,,0,0,1,1195
Dasyurus geoffroii,NT,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Dasyurus,,0,0,1,1198
Leucadendron strobilinum,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Leucadendron,,0,0,1,1213
Pelea capreolus,NT,MAMMALIA,ARTIODACTYLA,BOVIDAE,Pelea,,0,0,1,1251
Leucadendron linifolium,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Leucadendron,,0,0,1,1257
Eucalyptus rugosa,NT,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,,0,0,1,1272
Paramesotriton hongkongensis,NT,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Paramesotriton,,0,1,1,1281
Balaenoptera bonaerensis,NT,MAMMALIA,ARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,,1,0,0,1282
Leucospermum oleifolium,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Leucospermum,,0,0,1,1290
Myotis crypticus,NT,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,,0,0,1,1296
Chaetodipus goldmani,NT,MAMMALIA,RODENTIA,HETEROMYIDAE,Chaetodipus,,0,0,1,1337
Aneides hardii,NT,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Aneides,,0,0,1,1342
Silene marizii,NT,MAGNOLIOPSIDA,CARYOPHYLLALES,CARYOPHYLLACEAE,Silene,,0,0,1,1342
Sotalia guianensis,NT,MAMMALIA,ARTIODACTYLA,DELPHINIDAE,Sotalia,,1,1,0,1374
Anolis oculatus,NT,REPTILIA,SQUAMATA,ANOLIDAE,Anolis,,0,0,1,1386
Eleutherodactylus martinicensis,NT,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,,0,0,1,1415
Pseudochondrostoma willkommii,NT,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Pseudochondrostoma,,0,1,0,1442
Colossoma macropomum,NT,ACTINOPTERYGII,CHARACIFORMES,SERRASALMIDAE,Colossoma,,0,1,0,1452
Ptyas korros,NT,REPTILIA,SQUAMATA,COLUBRIDAE,Ptyas,,0,0,1,1455
Desmognathus wrighti,NT,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Desmognathus,,0,1,1,1459
Grevillea rhizomatosa,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Grevillea,,0,0,1,1460
Serruria elongata,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Serruria,,0,0,1,1467
Sphaerodactylus copei,NT,REPTILIA,SQUAMATA,SPHAERODACTYLIDAE,Sphaerodactylus,,0,0,1,1492
Leucospermum cordifolium,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Leucospermum,,0,0,1,1498
Grevillea steiglitziana,NT,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Grevillea,,0,0,1,1514
Rhyacotriton olympicus,NT,AMPHIBIA,CAUDATA,RHYACOTRITONIDAE,Rhyacotriton,,0,1,1,1524
